"ID","treeID","creatorID","specID","height","DBH","plot","level"
1159,"r00371","FMLRS","EIS",31.355,1.3,"fs-056",7
1160,"r00372","FMLRS","DGL",11.69,0.4,"fs-056",3
1161,"r00373","FMLRS","EIS",30.86,0.8,"fs-056",7
1162,"r00374","FMLRS","BUR",35.42,1.18,"fs-056",8
1163,"r00375","FMLRS","BUR",43.96666667,1.37,"fs-057",9
1164,"r00376","FMLRS","BUR",36.82,1.82,"fs-057",8
1165,"r00377","FMLRS","BUR",22.95333333,0.89,"fs-057",5
1166,"r00378","FMLRS","BUR",16.31866667,0.66,"fs-057",4
1167,"r00379","FMLRS","BUR",27.22,1.5,"fs-057",6
1168,"r00320","FMLRS","BUR",30.22,1.9,"fs-058",7
1169,"r00321","FMLRS","BUR",28.245,1.9,"fs-058",6
